0.143, 0.999, Class 1.
0.049, 0.959, Class 1.
0.051, 0.961, Class 1.
0.153, 0.953, Class 1.
0.123, 1.035, Class 1.
0.166, 1.000, Class 1.
0.090, 1.010, Class 1.
0.151, 0.961, Class 1.
0.138, 0.937, Class 1.
0.178, 0.984, Class 1.
0.119, 1.009, Class 1.
0.140, 0.987, Class 1.
0.105, 0.988, Class 1.
0.125, 0.997, Class 1.
0.133, 0.978, Class 1.
0.100, 1.000, Class 1.
0.127, 1.040, Class 1.
0.094, 0.988, Class 1.
0.147, 0.898, Class 1.
0.140, 0.958, Class 1.
0.197, 0.974, Class 1.
0.094, 1.002, Class 1.
0.184, 0.991, Class 1.
0.150, 0.939, Class 1.
0.062, 1.000, Class 1.
0.124, 0.938, Class 1.
0.058, 1.053, Class 1.
0.149, 1.009, Class 1.
0.126, 0.969, Class 1.
0.147, 0.985, Class 1.
0.179, 0.997, Class 1.
0.204, 1.007, Class 1.
0.181, 0.998, Class 1.
0.090, 0.997, Class 1.
0.170, 0.997, Class 1.
0.116, 0.968, Class 1.
0.201, 0.943, Class 1.
0.120, 1.042, Class 1.
0.230, 1.008, Class 1.
0.181, 1.037, Class 1.
0.089, 0.955, Class 1.
0.173, 0.961, Class 1.
0.199, 1.000, Class 1.
0.193, 0.980, Class 1.
0.219, 0.961, Class 1.
0.105, 0.985, Class 1.
0.176, 1.039, Class 1.
0.156, 0.986, Class 1.
0.193, 0.939, Class 1.
0.206, 0.965, Class 1.
0.117, 0.988, Class 1.
0.215, 1.030, Class 1.
0.206, 1.029, Class 1.
0.213, 0.983, Class 1.
0.219, 0.958, Class 1.
0.234, 0.924, Class 1.
0.256, 0.937, Class 1.
0.184, 0.961, Class 1.
0.182, 0.967, Class 1.
0.199, 1.028, Class 1.
0.216, 0.960, Class 1.
0.239, 0.994, Class 1.
0.196, 0.948, Class 1.
0.245, 0.986, Class 1.
0.251, 0.948, Class 1.
0.190, 0.981, Class 1.
0.257, 0.977, Class 1.
0.205, 0.979, Class 1.
0.273, 0.949, Class 1.
0.295, 1.002, Class 1.
0.241, 1.057, Class 1.
0.303, 0.982, Class 1.
0.299, 0.986, Class 1.
0.273, 0.988, Class 1.
0.276, 0.984, Class 1.
0.250, 0.941, Class 1.
0.257, 0.945, Class 1.
0.286, 0.949, Class 1.
0.325, 0.974, Class 1.
0.313, 0.937, Class 1.
0.320, 0.971, Class 1.
0.294, 1.019, Class 1.
0.326, 0.924, Class 1.
0.294, 0.998, Class 1.
0.352, 1.015, Class 1.
0.284, 0.926, Class 1.
0.304, 0.969, Class 1.
0.245, 0.961, Class 1.
0.259, 0.983, Class 1.
0.216, 0.925, Class 1.
0.288, 0.984, Class 1.
0.353, 1.001, Class 1.
0.312, 0.921, Class 1.
0.317, 0.940, Class 1.
0.261, 0.915, Class 1.
0.361, 0.964, Class 1.
0.216, 0.944, Class 1.
0.330, 0.954, Class 1.
0.376, 0.960, Class 1.
0.329, 0.950, Class 1.
0.317, 0.941, Class 1.
0.318, 0.998, Class 1.
0.389, 0.960, Class 1.
0.351, 1.001, Class 1.
0.345, 0.914, Class 1.
0.420, 0.934, Class 1.
0.280, 0.903, Class 1.
0.331, 0.934, Class 1.
0.343, 0.896, Class 1.
0.355, 0.962, Class 1.
0.391, 0.890, Class 1.
0.380, 0.978, Class 1.
0.309, 0.965, Class 1.
0.313, 0.932, Class 1.
0.312, 0.946, Class 1.
0.358, 0.962, Class 1.
0.415, 0.922, Class 1.
0.339, 0.944, Class 1.
0.406, 0.936, Class 1.
0.412, 0.963, Class 1.
0.365, 0.922, Class 1.
0.350, 0.969, Class 1.
0.394, 0.979, Class 1.
0.358, 0.943, Class 1.
0.385, 0.934, Class 1.
0.366, 0.912, Class 1.
0.375, 0.932, Class 1.
0.423, 0.934, Class 1.
0.349, 0.954, Class 1.
0.374, 0.966, Class 1.
0.341, 0.944, Class 1.
0.327, 0.962, Class 1.
0.395, 0.926, Class 1.
0.381, 0.893, Class 1.
0.414, 0.930, Class 1.
0.377, 0.955, Class 1.
0.330, 0.956, Class 1.
0.414, 0.910, Class 1.
0.350, 0.918, Class 1.
0.395, 0.998, Class 1.
0.368, 1.016, Class 1.
0.390, 0.938, Class 1.
0.418, 0.905, Class 1.
0.398, 1.009, Class 1.
0.367, 0.966, Class 1.
0.410, 0.857, Class 1.
0.349, 0.922, Class 1.
0.362, 0.922, Class 1.
0.361, 0.882, Class 1.
0.407, 0.956, Class 1.
0.358, 0.975, Class 1.
0.373, 0.886, Class 1.
0.415, 0.910, Class 1.
0.395, 0.956, Class 1.
0.373, 0.948, Class 1.
0.454, 0.863, Class 1.
0.434, 0.886, Class 1.
0.386, 0.907, Class 1.
0.440, 0.891, Class 1.
0.475, 0.958, Class 1.
0.472, 0.987, Class 1.
0.409, 0.900, Class 1.
0.435, 0.878, Class 1.
0.372, 0.906, Class 1.
0.368, 0.896, Class 1.
0.404, 0.947, Class 1.
0.399, 0.917, Class 1.
0.418, 0.942, Class 1.
0.429, 0.892, Class 1.
0.415, 0.917, Class 1.
0.446, 0.897, Class 1.
0.467, 0.883, Class 1.
0.415, 0.957, Class 1.
0.364, 0.902, Class 1.
0.382, 0.913, Class 1.
0.461, 0.913, Class 1.
0.491, 0.935, Class 1.
0.458, 0.872, Class 1.
0.444, 0.908, Class 1.
0.400, 0.931, Class 1.
0.409, 0.872, Class 1.
0.428, 0.900, Class 1.
0.458, 0.869, Class 1.
0.419, 0.899, Class 1.
0.408, 0.891, Class 1.
0.401, 0.861, Class 1.
0.535, 0.885, Class 1.
0.417, 0.872, Class 1.
0.387, 0.860, Class 1.
0.441, 0.918, Class 1.
0.405, 0.895, Class 1.
0.403, 0.870, Class 1.
0.386, 0.884, Class 1.
0.463, 0.963, Class 1.
0.410, 0.829, Class 1.
0.456, 0.896, Class 1.
0.416, 0.879, Class 1.
0.467, 0.941, Class 1.
0.454, 0.843, Class 1.
0.482, 0.900, Class 1.
0.436, 0.875, Class 1.
0.450, 0.877, Class 1.
0.467, 0.910, Class 1.
0.505, 0.831, Class 1.
0.467, 0.895, Class 1.
0.421, 0.906, Class 1.
0.464, 0.898, Class 1.
0.410, 0.870, Class 1.
0.453, 0.884, Class 1.
0.461, 0.918, Class 1.
0.440, 0.914, Class 1.
0.438, 0.867, Class 1.
0.458, 0.880, Class 1.
0.458, 0.948, Class 1.
0.476, 0.884, Class 1.
0.427, 0.871, Class 1.
0.502, 0.865, Class 1.
0.471, 0.919, Class 1.
0.439, 0.834, Class 1.
0.448, 0.872, Class 1.
0.468, 0.807, Class 1.
0.462, 0.881, Class 1.
0.447, 0.829, Class 1.
0.465, 0.848, Class 1.
0.467, 0.829, Class 1.
0.510, 0.873, Class 1.
0.429, 0.878, Class 1.
0.464, 0.909, Class 1.
0.446, 0.854, Class 1.
0.497, 0.886, Class 1.
0.482, 0.867, Class 1.
0.486, 0.903, Class 1.
0.446, 0.858, Class 1.
0.492, 0.919, Class 1.
0.483, 0.864, Class 1.
0.480, 0.843, Class 1.
0.424, 0.820, Class 1.
0.412, 0.837, Class 1.
0.415, 0.936, Class 1.
0.447, 0.831, Class 1.
0.485, 0.848, Class 1.
0.437, 0.864, Class 1.
0.455, 0.820, Class 1.
0.420, 0.817, Class 1.
0.499, 0.860, Class 1.
0.483, 0.798, Class 1.
0.489, 0.844, Class 1.
0.482, 0.796, Class 1.
0.463, 0.863, Class 1.
0.441, 0.850, Class 1.
0.392, 0.817, Class 1.
0.423, 0.780, Class 1.
0.431, 0.776, Class 1.
0.437, 0.784, Class 1.
0.474, 0.811, Class 1.
0.478, 0.822, Class 1.
0.484, 0.759, Class 1.
0.425, 0.797, Class 1.
0.478, 0.786, Class 1.
0.349, 0.856, Class 1.
0.439, 0.772, Class 1.
0.453, 0.817, Class 1.
0.471, 0.793, Class 1.
0.449, 0.804, Class 1.
0.449, 0.772, Class 1.
0.443, 0.836, Class 1.
0.430, 0.734, Class 1.
0.449, 0.837, Class 1.
0.399, 0.791, Class 1.
0.454, 0.791, Class 1.
0.441, 0.824, Class 1.
0.442, 0.783, Class 1.
0.415, 0.765, Class 1.
0.460, 0.784, Class 1.
0.477, 0.767, Class 1.
0.432, 0.791, Class 1.
0.421, 0.727, Class 1.
0.446, 0.756, Class 1.
0.427, 0.763, Class 1.
0.425, 0.809, Class 1.
0.455, 0.748, Class 1.
0.438, 0.708, Class 1.
0.443, 0.743, Class 1.
0.441, 0.752, Class 1.
0.464, 0.718, Class 1.
0.416, 0.760, Class 1.
0.454, 0.769, Class 1.
0.449, 0.773, Class 1.
0.389, 0.780, Class 1.
0.466, 0.764, Class 1.
0.466, 0.722, Class 1.
0.417, 0.816, Class 1.
0.435, 0.757, Class 1.
0.454, 0.789, Class 1.
0.428, 0.739, Class 1.
0.495, 0.718, Class 1.
0.427, 0.747, Class 1.
0.423, 0.705, Class 1.
0.357, 0.740, Class 1.
0.382, 0.716, Class 1.
0.420, 0.707, Class 1.
0.395, 0.755, Class 1.
0.429, 0.720, Class 1.
0.498, 0.724, Class 1.
0.408, 0.739, Class 1.
0.424, 0.724, Class 1.
0.400, 0.728, Class 1.
0.372, 0.745, Class 1.
0.309, 0.692, Class 1.
0.384, 0.760, Class 1.
0.401, 0.740, Class 1.
0.440, 0.782, Class 1.
0.411, 0.728, Class 1.
0.378, 0.712, Class 1.
0.368, 0.715, Class 1.
0.444, 0.759, Class 1.
0.385, 0.722, Class 1.
0.374, 0.740, Class 1.
0.369, 0.735, Class 1.
0.373, 0.753, Class 1.
0.371, 0.656, Class 1.
0.382, 0.771, Class 1.
0.400, 0.748, Class 1.
0.383, 0.696, Class 1.
0.310, 0.708, Class 1.
0.409, 0.756, Class 1.
0.396, 0.744, Class 1.
0.401, 0.715, Class 1.
0.375, 0.712, Class 1.
0.390, 0.703, Class 1.
0.372, 0.741, Class 1.
0.389, 0.811, Class 1.
0.418, 0.710, Class 1.
0.329, 0.741, Class 1.
0.355, 0.689, Class 1.
0.325, 0.646, Class 1.
0.296, 0.707, Class 1.
0.295, 0.714, Class 1.
0.358, 0.704, Class 1.
0.313, 0.727, Class 1.
0.285, 0.650, Class 1.
0.341, 0.710, Class 1.
0.352, 0.763, Class 1.
0.386, 0.673, Class 1.
0.335, 0.717, Class 1.
0.364, 0.671, Class 1.
0.393, 0.663, Class 1.
0.375, 0.673, Class 1.
0.327, 0.675, Class 1.
0.327, 0.697, Class 1.
0.368, 0.720, Class 1.
0.306, 0.724, Class 1.
0.366, 0.698, Class 1.
0.330, 0.706, Class 1.
0.372, 0.626, Class 1.
0.391, 0.727, Class 1.
0.392, 0.690, Class 1.
0.374, 0.702, Class 1.
0.323, 0.668, Class 1.
0.439, 0.721, Class 1.
0.310, 0.686, Class 1.
0.415, 0.749, Class 1.
0.366, 0.709, Class 1.
0.325, 0.643, Class 1.
0.383, 0.747, Class 1.
0.377, 0.714, Class 1.
0.341, 0.703, Class 1.
0.315, 0.665, Class 1.
0.345, 0.680, Class 1.
0.389, 0.646, Class 1.
0.387, 0.652, Class 1.
0.354, 0.710, Class 1.
0.387, 0.613, Class 1.
0.301, 0.682, Class 1.
0.308, 0.639, Class 1.
0.307, 0.645, Class 1.
0.345, 0.675, Class 1.
0.346, 0.652, Class 1.
0.229, 0.611, Class 1.
0.282, 0.677, Class 1.
0.325, 0.659, Class 1.
0.275, 0.627, Class 1.
0.340, 0.672, Class 1.
0.302, 0.685, Class 1.
0.303, 0.646, Class 1.
0.240, 0.610, Class 1.
0.313, 0.624, Class 1.
0.303, 0.552, Class 1.
0.334, 0.617, Class 1.
0.259, 0.584, Class 1.
0.309, 0.569, Class 1.
0.305, 0.607, Class 1.
0.257, 0.593, Class 1.
0.224, 0.580, Class 1.
0.252, 0.625, Class 1.
0.310, 0.563, Class 1.
0.226, 0.569, Class 1.
0.223, 0.591, Class 1.
0.268, 0.546, Class 1.
0.220, 0.582, Class 1.
0.301, 0.506, Class 1.
0.245, 0.585, Class 1.
0.350, 0.518, Class 1.
0.313, 0.632, Class 1.
0.309, 0.520, Class 1.
0.270, 0.561, Class 1.
0.335, 0.545, Class 1.
0.239, 0.582, Class 1.
0.315, 0.552, Class 1.
0.305, 0.523, Class 1.
0.265, 0.582, Class 1.
0.278, 0.517, Class 1.
0.314, 0.566, Class 1.
0.289, 0.535, Class 1.
0.269, 0.545, Class 1.
0.262, 0.522, Class 1.
0.276, 0.539, Class 1.
0.276, 0.533, Class 1.
0.289, 0.568, Class 1.
0.230, 0.575, Class 1.
0.273, 0.533, Class 1.
0.263, 0.514, Class 1.
0.259, 0.548, Class 1.
0.245, 0.511, Class 1.
0.259, 0.520, Class 1.
0.251, 0.575, Class 1.
0.273, 0.517, Class 1.
0.293, 0.525, Class 1.
0.198, 0.503, Class 1.
0.246, 0.542, Class 1.
0.230, 0.519, Class 1.
0.211, 0.517, Class 1.
0.292, 0.496, Class 1.
0.282, 0.561, Class 1.
0.270, 0.542, Class 1.
0.254, 0.507, Class 1.
0.214, 0.513, Class 1.
0.315, 0.495, Class 1.
0.276, 0.496, Class 1.
0.209, 0.502, Class 1.
0.290, 0.485, Class 1.
0.289, 0.537, Class 1.
0.298, 0.518, Class 1.
0.214, 0.456, Class 1.
0.247, 0.453, Class 1.
0.252, 0.395, Class 1.
0.268, 0.519, Class 1.
0.285, 0.475, Class 1.
0.245, 0.520, Class 1.
0.325, 0.467, Class 1.
0.265, 0.431, Class 1.
0.226, 0.534, Class 1.
